Date,Worker_ID,Worker_Name,Primary_Skill,Secondary_Skill,Shift_Type,Attendance_Status,Regular_Hours,Overtime_Hours,Overtime_Rate_INR_per_Hour,Overtime_Payout_INR,Weekly_Holiday,PPE_Required,Insurance_Coverage_Basis_INR,Safety_Training_Status,Site_Role
2026-07-01,W-001,Worker 01,Masonry,Blockwork,Regular,P,8,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-19,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-20,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-21,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,A,0,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-22,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-23,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-24,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-25,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-26,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-27,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-28,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-29,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-30,W-038,Worker 38,Concrete Work,Vibrator Operation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-01,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-02,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-03,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-04,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-05,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-06,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-07,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-08,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-09,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-10,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-11,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-12,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-13,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-14,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-15,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-16,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-17,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-18,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-19,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-20,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,A,0,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-21,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-22,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-23,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-24,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-25,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-26,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-27,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-28,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-29,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-30,W-039,Worker 39,Concrete Work,Slab Finishing,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-01,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-02,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-03,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-04,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-05,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-06,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-07,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-08,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-09,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-10,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-11,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-12,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-13,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-14,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-15,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-16,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-17,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-18,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-19,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-20,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-21,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-22,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-23,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-24,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-25,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-26,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-27,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-28,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-29,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-30,W-040,Worker 40,Electrical Work,Conduit Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-01,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-02,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-03,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-04,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-05,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-06,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-07,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-08,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-09,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-10,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-11,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-12,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-13,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-14,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-15,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-16,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-17,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-18,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,A,0,0,0,0,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-19,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-20,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-21,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-22,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-23,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-24,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-25,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-26,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-27,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-28,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-29,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-30,W-041,Worker 41,Plumbing,Pipe Installation,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-01,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-02,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-03,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-04,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-05,W-042,Worker 42,Plumbing,Drainage Work,Overtime,H,0,0,0,0,Yes,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-06,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-07,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-08,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-09,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-10,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
2026-07-11,W-042,Worker 42,Plumbing,Drainage Work,Overtime,P/OT,8,3,150,450,No,Safety Helmet; Safety Shoes; High-Visibility Vest; Task-Specific Gloves,500000,Toolbox Talk / Site Safety Induction,Skilled Worker / Labour
